Date,Meal,Time,Kilojoules,Fat (g),Saturated Fat,Polyunsaturated Fat,Monounsaturated Fat,Trans Fat,Cholesterol,Sodium (mg),Potassium,Carbohydrates (g),Fiber,Sugar,Protein (g),Vitamin A,Vitamin C,Calcium,Iron,Note
2021-08-10,Lunch,1:00 PM,1683.6,21.4,4.8,4.0,5.7,0.1,0.0,579.7,423.6,12.4,8.7,4.4,40.7,45.4,17.8,141.7,18.1,
2021-08-10,Dinner,5:15 PM,2716.3,13.1,3.7,0.0,0.0,0.0,0.0,377.3,705.5,93.8,4.2,10.6,31.5,174.0,209.9,52.1,19.5,
2021-08-10,Snacks,9:35 AM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2021-08-11,Breakfast,8:00 AM,1315.0,4.9,2.6,0.0,0.0,0.0,0.0,246.0,149.0,40.3,4.2,15.6,24.4,167.0,275.0,58.8,42.0,
2021-08-11,Lunch,1:00 PM,2145.2,27.0,5.6,4.7,9.3,0.1,0.0,647.8,1221.6,27.4,14.3,10.7,42.8,208.6,67.4,154.4,33.3,
2021-08-11,Dinner,5:30 PM,2291.1,14.7,5.3,0.0,0.0,0.0,0.0,197.0,230.0,72.6,14.1,3.0,46.4,0.0,0.0,27.0,0.0,
2021-08-11,Snacks,10:00 AM,2.5,0.1,0.0,0.0,0.0,0.0,0.0,4.2,34.5,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,
2021-08-12,Breakfast,8:55 AM,1315.0,4.9,2.6,0.0,0.0,0.0,0.0,246.0,149.0,40.3,4.2,15.6,24.4,167.0,275.0,58.8,42.0,
2021-08-12,Lunch,12:20 PM,1804.2,24.3,4.8,3.1,1.5,0.0,0.0,464.4,321.2,20.1,1.9,14.0,31.2,28.6,9.3,33.8,0.2,
2021-08-12,Dinner,5:55 PM,1589.9,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7,0.0,0.0,22.0,0.0,0.0,0.0,0.0,
2021-08-12,Snacks,10:50 AM,1186.2,3.7,2.2,0.1,0.0,0.0,0.0,126.4,486.9,55.0,5.7,33.2,9.7,1.7,19.7,0.7,2.0,
2021-08-13,Breakfast,8:55 AM,1315.0,4.9,2.6,0.0,0.0,0.0,0.0,246.0,149.0,40.3,4.2,15.6,24.4,167.0,275.0,58.8,42.0,
2021-08-13,Lunch,12:20 PM,1796.7,24.4,4.8,3.1,1.5,0.0,0.0,466.1,401.7,21.5,2.3,14.9,31.5,42.8,14.0,37.2,0.3,
2021-08-13,Dinner,6:50 PM,1508.8,19.4,3.4,0.2,1.0,0.0,0.0,605.4,321.2,29.3,6.5,8.7,16.9,33.6,34.3,6.8,2.2,
2021-08-13,Snacks,5:20 PM,1126.8,17.9,7.9,0.6,5.0,0.0,0.0,175.0,360.0,19.9,1.0,3.3,7.2,0.0,0.0,0.0,0.0,
2021-08-14,Breakfast,8:55 AM,1315.0,4.9,2.6,0.0,0.0,0.0,0.0,246.0,149.0,40.3,4.2,15.6,24.4,167.0,275.0,58.8,42.0,
2021-08-14,Lunch,12:35 PM,1323.8,9.3,2.7,3.1,1.5,0.0,0.0,561.8,281.5,34.7,3.2,3.5,24.7,35.7,11.6,28.8,0.2,
2021-08-14,Dinner,5:40 PM,2006.3,21.9,6.9,0.3,0.0,0.0,0.0,147.5,745.2,26.2,5.6,13.1,40.8,428.4,50.1,16.4,4.4,
2021-08-14,Snacks,9:00 AM,1429.2,10.5,4.9,0.4,1.9,0.0,88.0,232.2,34.5,57.1,0.0,22.0,5.4,0.0,0.1,163.1,6.2,
2021-08-15,Breakfast,8:55 AM,1315.0,4.9,2.6,0.0,0.0,0.0,0.0,246.0,149.0,40.3,4.2,15.6,24.4,167.0,275.0,58.8,42.0,
2021-08-15,Lunch,12:55 PM,1459.8,11.2,4.6,2.1,3.6,0.1,24.5,798.7,201.9,44.4,2.6,3.4,17.7,6.9,2.3,31.1,15.9,
2021-08-15,Dinner,4:50 PM,4139.7,41.4,14.3,1.1,5.2,0.0,0.0,801.3,2351.5,113.4,14.7,28.9,26.8,267.5,214.7,29.6,20.8,
2021-08-15,Snacks,11:00 AM,1092.9,6.8,0.7,0.8,5.0,0.0,0.0,114.0,1042.6,50.0,5.3,20.8,3.6,30.3,29.1,7.6,2.4,
2021-08-16,Breakfast,8:55 AM,1315.0,4.9,2.6,0.0,0.0,0.0,0.0,246.0,149.0,40.3,4.2,15.6,24.4,167.0,275.0,58.8,42.0,
2021-08-16,Lunch,12:25 PM,1364.0,12.6,3.5,0.7,0.3,0.0,0.0,341.3,2795.9,26.4,8.2,8.7,28.9,503.7,430.4,80.0,24.6,
2021-08-16,Dinner,7:05 PM,2148.5,26.7,6.8,0.1,0.1,0.0,0.0,158.8,794.8,29.9,4.0,4.4,42.1,118.1,111.4,23.2,6.7,
2021-08-16,Snacks,3:20 PM,1392.9,10.2,6.7,0.1,0.0,0.0,0.0,125.4,486.9,52.6,3.5,37.1,10.8,1.7,19.7,25.7,2.0,
2021-08-17,Breakfast,8:55 AM,1315.0,4.9,2.6,0.0,0.0,0.0,0.0,246.0,149.0,40.3,4.2,15.6,24.4,167.0,275.0,58.8,42.0,
2021-08-17,Lunch,12:20 PM,1256.9,10.7,0.8,0.4,0.6,0.0,0.3,422.3,1408.7,39.6,6.9,4.9,10.6,148.1,133.6,40.4,12.8,
2021-08-17,Dinner,6:15 PM,2291.1,14.7,5.3,0.0,0.0,0.0,0.0,197.0,230.0,72.6,14.1,3.0,46.4,0.0,0.0,27.0,0.0,
2021-08-17,Snacks,11:05 AM,584.1,7.8,2.1,0.0,0.0,0.0,0.0,61.2,34.5,7.7,3.9,3.6,7.8,0.0,0.1,0.1,0.2,
2021-08-17,Snacks,8:05 PM,886.6,9.8,6.5,0.0,0.0,0.0,0.0,124.0,0.0,21.5,0.0,20.5,9.3,0.0,0.0,25.0,0.0,
2021-08-18,Breakfast,8:55 AM,1315.0,4.9,2.6,0.0,0.0,0.0,0.0,246.0,149.0,40.3,4.2,15.6,24.4,167.0,275.0,58.8,42.0,
2021-08-18,Lunch,2:05 PM,1928.1,26.4,5.6,4.4,8.8,0.0,0.0,616.1,759.4,16.6,12.7,4.8,40.6,7.7,54.6,38.8,26.0,
2021-08-18,Dinner,6:15 PM,2291.1,14.7,5.3,0.0,0.0,0.0,0.0,197.0,230.0,72.6,14.1,3.0,46.4,0.0,0.0,27.0,0.0,
2021-08-18,Snacks,4:40 PM,1080.8,13.9,2.6,0.6,5.0,0.0,0.0,162.0,360.0,21.9,4.9,3.9,9.3,0.0,0.0,0.0,0.0,
2021-08-19,Breakfast,8:55 AM,1315.0,4.9,2.6,0.0,0.0,0.0,0.0,246.0,149.0,40.3,4.2,15.6,24.4,167.0,275.0,58.8,42.0,
2021-08-19,Lunch,12:20 PM,2481.9,25.1,5.3,4.8,5.7,0.1,0.0,961.2,618.8,40.5,14.3,5.4,47.3,24.0,10.8,36.6,17.3,
2021-08-19,Dinner,6:00 PM,3820.0,40.1,6.7,5.4,8.1,0.0,186.0,1222.5,1433.5,108.9,0.9,45.6,30.6,20.0,203.5,5.5,10.5,
2021-08-19,Snacks,11:30 AM,506.3,0.4,0.2,0.1,0.0,0.0,0.0,1.4,486.9,31.1,3.5,16.6,1.5,1.7,19.7,0.7,2.0,
2021-08-20,Breakfast,8:55 AM,1315.0,4.9,2.6,0.0,0.0,0.0,0.0,246.0,149.0,40.3,4.2,15.6,24.4,167.0,275.0,58.8,42.0,Wast measurement = 97 cm need to reduce by 3cm
2021-08-20,Lunch,11:50 AM,2482.4,33.4,9.2,4.1,11.2,0.0,0.0,778.2,1660.3,23.1,16.2,7.1,51.6,349.1,141.6,70.4,56.1,Wast measurement = 97 cm need to reduce by 3cm
2021-08-20,Dinner,5:25 PM,1077.8,14.4,5.3,0.0,0.0,0.0,0.0,175.0,230.0,10.6,9.2,1.5,40.8,0.0,0.0,27.0,0.0,Wast measurement = 97 cm need to reduce by 3cm
2021-08-20,Snacks,3:15 PM,1899.2,10.6,6.9,0.2,0.0,0.0,0.0,126.8,973.8,83.7,7.0,53.7,12.3,3.4,39.4,26.4,4.0,Wast measurement = 97 cm need to reduce by 3cm
2021-08-21,Breakfast,8:55 AM,1315.0,4.9,2.6,0.0,0.0,0.0,0.0,246.0,149.0,40.3,4.2,15.6,24.4,167.0,275.0,58.8,42.0,
2021-08-21,Lunch,2:00 PM,1799.0,25.5,14.5,1.3,8.7,0.1,0.0,1622.6,181.9,22.6,3.9,0.7,27.8,2.6,3.8,66.5,0.2,
2021-08-21,Dinner,5:15 PM,3302.5,45.2,23.4,5.3,1.0,0.0,0.0,2018.7,1408.8,45.1,8.0,12.9,37.7,334.1,128.6,38.4,34.3,
2021-08-21,Snacks,12:25 PM,582.9,7.3,1.3,0.6,5.0,0.0,0.0,105.0,360.0,16.8,1.0,0.3,1.8,0.0,0.0,0.0,0.0,
2021-08-22,Breakfast,8:55 AM,1315.0,4.9,2.6,0.0,0.0,0.0,0.0,246.0,149.0,40.3,4.2,15.6,24.4,167.0,275.0,58.8,42.0,
2021-08-22,Lunch,1:10 PM,1878.5,11.7,5.4,0.5,2.3,0.3,26.0,2886.4,190.2,60.1,7.3,2.2,26.3,80.6,24.0,252.2,8.0,
2021-08-22,Dinner,5:15 PM,1600.3,15.2,9.2,0.1,0.0,0.0,0.0,1206.5,325.0,38.5,12.7,16.4,19.7,0.0,9.0,11.8,12.0,
2021-08-22,Snacks,7:30 PM,1443.9,9.7,5.4,0.1,0.0,0.0,0.0,100.6,486.9,51.3,3.5,33.0,8.9,1.7,19.7,20.7,2.0,
2021-08-23,Breakfast,8:10 AM,855.2,4.2,0.7,0.0,0.0,0.0,0.0,225.0,600.0,21.8,2.7,16.6,17.9,17.0,0.0,38.0,0.0,
2021-08-23,Lunch,12:20 PM,1737.3,14.9,4.1,3.1,1.5,0.0,0.0,499.2,646.9,37.1,9.6,17.7,34.6,1.7,19.7,12.8,19.0,
2021-08-23,Dinner,,997.9,2.2,0.5,0.0,0.0,0.0,0.0,662.0,0.0,42.6,0.0,2.0,9.1,0.0,0.0,0.0,0.0,
2021-08-23,Dinner,6:35 PM,280.3,3.0,1.9,0.0,0.0,0.0,0.0,120.0,0.0,5.0,1.1,5.0,5.5,15.0,20.0,6.8,1.4,
2021-08-23,Snacks,2:05 PM,1620.1,25.3,13.5,0.0,0.0,0.0,0.0,127.3,97.4,19.6,4.6,9.9,19.2,0.3,3.9,0.1,0.4,
2021-08-24,Breakfast,8:10 AM,855.2,4.2,0.7,0.0,0.0,0.0,0.0,225.0,604.0,21.8,2.7,16.6,17.9,184.0,275.0,42.8,17.0,
2021-08-24,Lunch,12:10 PM,1465.2,15.2,4.0,3.1,1.5,0.0,0.0,610.4,639.2,11.9,7.9,5.3,41.3,28.6,11.3,33.8,20.2,
2021-08-24,Dinner,5:55 PM,2949.7,9.9,8.2,0.0,0.0,0.0,0.0,104.0,755.5,88.7,10.4,7.0,60.9,195.3,37.3,7.0,5.0,
